year,district,winner,cost,firm2,firm3,firm4,firm5,firm6,number_bidders,cartel_wins,cartel_year
85,999992,SUPERIOR,0.1317,DEAN,HILLSIDE,,,,3,0,1
86,999992,SUPERIOR,0.1277,DEAN,HILLSIDE,,,,3,0,1
80,44446,GARVINS JERSEY F,,,,,,,0,0,1
81,44446,GARVINS JERSEY F,0.117,,,,,,1,0,1
82,44446,GARVINS JERSEY F,0.118,,,,,,1,0,1
83,44446,DAIRY FARM,0.1185,,,,,,1,0,0
84,44446,UNITED DAIRY,0.1285,MEADOW GOLD,,,,,2,0,1
85,44446,UNITED DAIRY,0.1305,,,,,,1,0,1
86,44446,MEADOW GOLD,0.108,UNITED DAIRY,,,,,2,1,1
87,44446,UNITED DAIRY,0.1275,,,,,,1,0,1
88,44446,UNITED DAIRY,0.134,,,,,,1,0,1
89,44446,UNITED DAIRY,0.141,,,,,,1,0,0
90,44446,UNITED DAIRY,0.155,,,,,,1,0,1
80,44453,MAPLE GROVE,0.1262,BEATRICE,KELLEY'S DAIRY,,,,3,0,1
81,44453,MAPLE GROVE,,,,,,,0,0,1
82,44453,MAPLE GROVE,0.1263,,,,,,1,0,1
83,44453,MAPLE GROVE,,,,,,,0,0,0
84,44453,TAMARACK,0.128,MEADOW GOLD,,,,,2,0,1
85,44453,MAPLE GROVE,0.1185,BEATRICE,,,,,2,0,1
86,44453,MAPLE GROVE,0.1185,SMITH,,,,,2,0,1
87,44453,REITER,0.121,MAPLE GROVE,SMITH,,,,3,0,1
88,44453,MAPLE GROVE,0.143,REITER,,,,,2,0,1
89,44453,MAPLE GROVE,0.1419,REITER,,,,,2,0,0
90,44453,UNITED DAIRY,0.155,MAPLE GROVE,,,,,2,0,1
83,44479,DAIRY FARM,0.1185,MEADOW GOLD,,,,,2,0,0
84,44479,UNITED DAIRY,0.1285,BEATRICE,RILEY,,,,3,0,1
85,44479,UNITED DAIRY,0.1305,BEATRICE,,,,,2,0,1
86,44479,UNITED DAIRY,0.1095,BEATRICE,REITER,,,,3,0,1
87,44479,UNITED DAIRY,0.126,REITER,,,,,2,0,1
88,44479,UNITED DAIRY,0.129,,,,,,1,0,1
89,44479,UNITED DAIRY,0.141,BORDEN,,,,,2,0,0
90,44479,UNITED DAIRY,0.155,BORDEN,,,,,2,0,1
80,49924,SUPERIOR,0.112,,,,,,1,0,1
81,49924,SUPERIOR,0.1159,,,,,,1,0,1
82,49924,SUPERIOR,0.1157,,,,,,1,0,1
83,49924,SUPERIOR,0.1197,,,,,,1,0,0
84,49924,SUPERIOR,0.1199,,,,,,1,0,1
85,49924,SUPERIOR,0.1224,,,,,,1,0,1
86,49924,SUPERIOR,0.1224,,,,,,1,0,1
87,49924,SUPERIOR,0.1353,REITER,SMITH,,,,3,0,1
88,49924,REITER,0.1371,HILLSIDE,SMITH,,,,3,0,1
89,49924,REITER,0.1502,SMITH,,,,,2,0,0
90,49924,REITER,0.1679,SMITH,SUPERIOR,,,,3,0,1
82,49759,SIDNEY DAIRY,0.1321,,,,,,1,0,1
83,49759,SIDNEY DAIRY,0.1356,,,,,,1,0,0
84,49759,SIDNEY DAIRY,0.1495,,,,,,1,0,1
85,49759,SIDNEY DAIRY,0.1537,,,,,,1,0,1
86,49759,SIDNEY DAIRY,0.1537,,,,,,1,0,1
87,49759,SIDNEY DAIRY,0.148,,,,,,1,0,1
88,49759,MEADOW GOLD,0.145,,,,,,1,1,1
89,49759,MEADOW GOLD,0.145,,,,,,1,1,0
90,49759,LOUIS TRAUTH,0.1773,,,,,,1,1,1
83,45773,HEFNER DAIRY,0.116,,,,,,1,0,0
84,45773,HEFNER DAIRY,0.119,,,,,,1,0,1
85,45773,HEFNER DAIRY,0.123,,,,,,1,0,1
86,45773,HEFNER DAIRY,0.123,,,,,,1,0,1
87,45773,HEFNER DAIRY,0.124,,,,,,1,0,1
